2023-10-16 12:55:00.497801, 12
2023-10-16 12:55:30.497801, 12
2023-10-16 12:56:00.497801, 10
2023-10-16 12:56:30.497801, 11
2023-10-16 12:57:00.497801, 8
2023-10-16 12:57:30.497801, 8
2023-10-16 12:58:00.497801, 8
2023-10-16 12:58:30.497801, 8
2023-10-16 12:59:00.497801, 8
2023-10-16 12:59:30.497801, 8
2023-10-16 13:00:00.497801, 8
2023-10-16 13:00:30.497801, 8
2023-10-16 13:01:00.497801, 9
2023-10-16 13:01:30.497801, 8
2023-10-16 13:02:00.497801, 9
2023-10-16 13:02:30.497801, 9
2023-10-16 13:03:00.497801, 9
2023-10-16 13:03:30.497801, 7
2023-10-16 13:04:00.497801, 5
2023-10-16 13:04:30.497801, 6
2023-10-16 13:05:00.497801, 6
2023-10-16 13:05:30.497801, 5
2023-10-16 13:06:00.497801, 6
2023-10-16 13:06:30.497801, 6
2023-10-16 13:07:00.497801, 6
2023-10-16 13:07:30.497801, 5
2023-10-16 13:08:00.497801, 6
2023-10-16 13:08:30.497801, 5
2023-10-16 13:09:00.497801, 5
2023-10-16 13:09:30.497801, 5
2023-10-16 13:10:00.497801, 5
2023-10-16 13:10:30.497801, 5
2023-10-16 13:11:00.497801, 5
2023-10-16 13:11:30.497801, 5
2023-10-16 13:12:00.497801, 6
2023-10-16 13:12:30.497801, 6
2023-10-16 13:13:00.497801, 6
2023-10-16 13:13:30.497801, 6
2023-10-16 13:14:00.497801, 8
2023-10-16 13:14:30.497801, 9
2023-10-16 13:15:00.497801, 9
2023-10-16 13:15:30.497801, 9
2023-10-16 13:16:00.497801, 10
2023-10-16 13:16:30.497801, 9
2023-10-16 13:17:00.497801, 11
2023-10-16 13:17:30.497801, 11
2023-10-16 13:18:00.497801, 11
2023-10-16 13:18:30.497801, 10
2023-10-16 13:19:00.497801, 10
2023-10-16 13:19:30.497801, 11
2023-10-16 13:20:00.497801, 11
2023-10-16 13:20:30.497801, 8
2023-10-16 13:21:00.497801, 11
2023-10-16 13:21:30.497801, 10
2023-10-16 13:22:00.497801, 11
2023-10-16 13:22:30.497801, 10
2023-10-16 13:23:00.497801, 14
2023-10-16 13:23:30.497801, 14
2023-10-16 13:24:00.497801, 14
2023-10-16 13:24:30.497801, 13
2023-10-16 13:25:00.497801, 11
2023-10-16 13:25:30.497801, 15
2023-10-16 13:26:00.497801, 16
2023-10-16 13:26:30.497801, 13
2023-10-16 13:27:00.497801, 14
2023-10-16 13:27:30.497801, 14
2023-10-16 13:28:00.497801, 17
2023-10-16 13:28:30.497801, 17
2023-10-16 13:29:00.497801, 17
2023-10-16 13:29:30.497801, 14
2023-10-16 13:30:00.497801, 12
2023-10-16 13:30:30.497801, 15
2023-10-16 13:31:00.497801, 14
2023-10-16 13:31:30.497801, 19
2023-10-16 13:32:00.497801, 16
2023-10-16 13:32:30.497801, 13
2023-10-16 13:33:00.497801, 17
2023-10-16 13:33:30.497801, 16
2023-10-16 13:34:00.497801, 16
2023-10-16 13:34:30.497801, 14
2023-10-16 13:35:00.497801, 15
2023-10-16 13:35:30.497801, 15
2023-10-16 13:36:00.497801, 16
2023-10-16 13:36:30.497801, 18
2023-10-16 13:37:00.497801, 17
2023-10-16 13:37:30.497801, 16
2023-10-16 13:38:00.497801, 19
2023-10-16 13:38:30.497801, 17
2023-10-16 13:39:00.497801, 15
2023-10-16 13:39:30.497801, 17
2023-10-16 13:40:00.497801, 15
2023-10-16 13:40:30.497801, 15
2023-10-16 13:41:00.497801, 17
2023-10-16 13:41:30.497801, 14
2023-10-16 13:42:00.497801, 16
2023-10-16 13:42:30.497801, 17
2023-10-16 13:43:00.497801, 18
2023-10-16 13:43:30.497801, 16
2023-10-16 13:44:00.497801, 16
2023-10-16 13:44:30.497801, 19
2023-10-16 13:45:00.497801, 16
2023-10-16 13:45:30.497801, 18
2023-10-16 13:46:00.497801, 19
2023-10-16 13:46:30.497801, 15
2023-10-16 13:47:00.497801, 15
2023-10-16 13:47:30.497801, 15
2023-10-16 13:48:00.497801, 13
2023-10-16 13:48:30.497801, 15
2023-10-16 13:49:00.497801, 14
2023-10-16 13:49:30.497801, 14
2023-10-16 13:50:00.497801, 14
2023-10-16 13:50:30.497801, 13
2023-10-16 13:51:00.497801, 10
2023-10-16 13:51:30.497801, 11
2023-10-16 13:52:00.497801, 10
2023-10-16 13:52:30.497801, 9
2023-10-16 13:53:00.497801, 10
2023-10-16 13:53:30.497801, 9
2023-10-16 13:54:00.497801, 10
2023-10-16 13:54:30.497801, 8
2023-10-16 13:55:00.497801, 7
2023-10-16 13:55:30.497801, 10